Id,TotRmsAbvGrd,GrLivArea,1stFlrSF,GarageCars,GarageArea,OverallQual,YearBuilt,SalePrice
1439,6,1236,1236,2,923.0,AA,1957,"149,700$"
1440,6,1725,1040,2,550.0,Gd,1979,"197,000$"
1441,11,2555,1423,2,672.0,AA,1922,"191,000$"
1442,3,848,848,2,420.0,AA,2004,"149,300$"
1443,10,2007,1026,3,812.0,VE,2008,"310,000$"
1444,4,952,952,1,192.0,AA,1916,"121,000$"
1445,7,1422,1422,2,626.0,Gd,2004,"179,600$"
1446,6,913,913,1,240.0,AA,1966,"129,000$"
1447,6,1188,1188,1,312.0,Av,1962,"157,900$"
1448,8,2090,1220,2,556.0,VG,1995,"240,000$"
1449,6,1346,796,1,384.0,BA,1910,"112,000$"
1450,3,630,630,0,0.0,Av,1970,"92,000$"
1451,8,1792,896,0,0.0,Av,1974,"136,000$"
1452,7,1578,1578,3,840.0,VG,2008,"287,090$"
1453,5,1072,1072,2,525.0,Av,2005,"145,000$"
1454,6,1140,1140,0,0.0,Av,2006,"84,500$"
1455,6,1221,1221,2,400.0,Gd,2004,"185,000$"
1456,7,1647,953,2,460.0,AA,1999,"175,000$"
1457,7,2073,2073,2,500.0,AA,1978,"210,000$"
1458,9,2340,1188,1,252.0,Gd,1941,"266,500$"
1459,5,1078,1078,1,240.0,Av,1950,"142,125$"
1460,6,1256,1256,1,276.0,Av,1965,"147,500$"
